question,label
How much NPK for soybean?,FERTILIZER_SUGGESTION
How to store potato?,STORAGE_GUIDE
How to avoid insects while storing wheat?,STORAGE_GUIDE
soybean ko kaise store kare?,STORAGE_GUIDE
maize ke liye beej kaunsa le?,SEED_GUIDE
soybean साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
sunflower ke liye beej kaunsa le?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
grapes me blight ka ilaj kya hai?,CROP_DISEASE
cotton ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How much NPK for maize?,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
High yield variety of sugarcane,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
Which fertilizer is best for tomato?,FERTILIZER_SUGGESTION
potato कसा साठवावा?,STORAGE_GUIDE
When should I irrigate wheat?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
Will it rain today in Lucknow?,WEATHER_QUERY
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
Which hybrid seeds are good for banana?,SEED_GUIDE
cotton ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Best seed variety for millet?,SEED_GUIDE
High yield variety of cotton,SEED_GUIDE
potato कसा साठवावा?,STORAGE_GUIDE
soybean ke liye beej kaunsa le?,SEED_GUIDE
wheat ला aphids झाला तर काय करावे?,CROP_DISEASE
sugarcane me blast ka ilaj kya hai?,CROP_DISEASE
potato ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Best seed variety for maize?,SEED_GUIDE
onion ke liye beej kaunsa le?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
soybean ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
millet disease fungal infection treatment?,CROP_DISEASE
cotton me root rot ka ilaj kya hai?,CROP_DISEASE
How much NPK for pulses?,FERTILIZER_SUGGESTION
sunflower साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Which hybrid seeds are good for sunflower?,SEED_GUIDE
rice ko kaise store kare?,STORAGE_GUIDE
pulses ला aphids झाला तर काय करावे?,CROP_DISEASE
tomato ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
millet साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
When should I irrigate grapes?,IRRIGATION_GUIDE
When should I irrigate tomato?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
How often to water onion?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
How much NPK for rice?,FERTILIZER_SUGGESTION
Is drip irrigation good for rice?,IRRIGATION_GUIDE
maize disease bollworm treatment?,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
Mitti ki upj kaise badhaye?,SOIL_HEALTH
banana me paani kab dena chahiye?,IRRIGATION_GUIDE
High yield variety of onion,SEED_GUIDE
maize me fungal infection ka ilaj kya hai?,CROP_DISEASE
How much NPK for sunflower?,FERTILIZER_SUGGESTION
wheat me fungal infection ka ilaj kya hai?,CROP_DISEASE
Will it rain today in Nashik?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How to avoid insects while storing sunflower?,STORAGE_GUIDE
Humidity level today?,WEATHER_QUERY
Will it rain today in Nagpur?,WEATHER_QUERY
onion साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Best nutrients for grapes,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
How to protect groundnut from root rot?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
How to store banana?,STORAGE_GUIDE
Best seed variety for pulses?,SEED_GUIDE
Humidity level today?,WEATHER_QUERY
How to improve soil health?,SOIL_HEALTH
soybean me paani kab dena chahiye?,IRRIGATION_GUIDE
Which fertilizer is best for groundnut?,FERTILIZER_SUGGESTION
potato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Which fertilizer is best for pulses?,FERTILIZER_SUGGESTION
आज पाऊस येईल का?,WEATHER_QUERY
Best nutrients for groundnut,FERTILIZER_SUGGESTION
pulses me stem borer ka ilaj kya hai?,CROP_DISEASE
pulses कसा साठवावा?,STORAGE_GUIDE
How to avoid insects while storing maize?,STORAGE_GUIDE
Is drip irrigation good for banana?,IRRIGATION_GUIDE
soybean me bollworm ka ilaj kya hai?,CROP_DISEASE
How to protect sugarcane from blast?,CROP_DISEASE
आज पाऊस येईल का?,WEATHER_QUERY
How much NPK for wheat?,FERTILIZER_SUGGESTION
Best seed variety for grapes?,SEED_GUIDE
pulses साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Will it rain today in Lucknow?,WEATHER_QUERY
How to protect potato from fungal infection?,CROP_DISEASE
High yield variety of onion,SEED_GUIDE
Will it rain today in Mumbai?,WEATHER_QUERY
When should I irrigate groundnut?,IRRIGATION_GUIDE
How often to water cotton?,IRRIGATION_GUIDE
rice ke liye beej kaunsa le?,SEED_GUIDE
sugarcane me paani kab dena chahiye?,IRRIGATION_GUIDE
Is drip irrigation good for millet?,IRRIGATION_GUIDE
How often to water groundnut?,IRRIGATION_GUIDE
wheat ke liye beej kaunsa le?,SEED_GUIDE
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Will it rain today in Mumbai?,WEATHER_QUERY
wheat ko kaise store kare?,STORAGE_GUIDE
banana ke liye beej kaunsa le?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How to avoid insects while storing banana?,STORAGE_GUIDE
High yield variety of onion,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
Will it rain today in Nashik?,WEATHER_QUERY
Which fertilizer is best for onion?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
What is today's weather?,WEATHER_QUERY
How to improve soil health?,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
pulses me blight ka ilaj kya hai?,CROP_DISEASE
How to avoid insects while storing wheat?,STORAGE_GUIDE
Storage method for onion,STORAGE_GUIDE
Humidity level today?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
Will it rain today in Pune?,WEATHER_QUERY
How to protect sunflower from blast?,CROP_DISEASE
rice disease root rot treatment?,CROP_DISEASE
millet साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Which hybrid seeds are good for banana?,SEED_GUIDE
How much NPK for groundnut?,FERTILIZER_SUGGESTION
cotton ko kaise store kare?,STORAGE_GUIDE
cotton ke liye beej kaunsa le?,SEED_GUIDE
Best seed variety for cotton?,SEED_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
Symptoms of root rot in millet,CROP_DISEASE
tomato me paani kab dena chahiye?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
Is drip irrigation good for groundnut?,IRRIGATION_GUIDE
How to avoid insects while storing sunflower?,STORAGE_GUIDE
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
banana ko kaise store kare?,STORAGE_GUIDE
Which hybrid seeds are good for wheat?,SEED_GUIDE
Will it rain today in Delhi?,WEATHER_QUERY
When should I irrigate sugarcane?,IRRIGATION_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
How often to water grapes?,IRRIGATION_GUIDE
When should I irrigate banana?,IRRIGATION_GUIDE
sunflower ला leaf spot झाला तर काय करावे?,CROP_DISEASE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
pulses me paani kab dena chahiye?,IRRIGATION_GUIDE
How often to water potato?,IRRIGATION_GUIDE
Will it rain today in Delhi?,WEATHER_QUERY
Is drip irrigation good for onion?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
High yield variety of potato,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
High yield variety of soybean,SEED_GUIDE
Will it rain today in Lucknow?,WEATHER_QUERY
pulses disease aphids treatment?,CROP_DISEASE
tomato ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How much NPK for potato?,FERTILIZER_SUGGESTION
pulses ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
grapes ke liye beej kaunsa le?,SEED_GUIDE
potato ला leaf spot झाला तर काय करावे?,CROP_DISEASE
maize साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Symptoms of fungal infection in sunflower,CROP_DISEASE
onion ko kaise store kare?,STORAGE_GUIDE
Humidity level today?,WEATHER_QUERY
How to store grapes?,STORAGE_GUIDE
Best nutrients for banana,FERTILIZER_SUGGESTION
How often to water grapes?,IRRIGATION_GUIDE
Which fertilizer is best for banana?,FERTILIZER_SUGGESTION
Storage method for groundnut,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
rice ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
Is drip irrigation good for cotton?,IRRIGATION_GUIDE
How much NPK for wheat?,FERTILIZER_SUGGESTION
How to avoid insects while storing pulses?,STORAGE_GUIDE
How to protect millet from root rot?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
What is today's weather?,WEATHER_QUERY
When should I irrigate tomato?,IRRIGATION_GUIDE
grapes कसा साठवावा?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
millet ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
pulses ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best seed variety for potato?,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Symptoms of aphids in cotton,CROP_DISEASE
sugarcane me bollworm ka ilaj kya hai?,CROP_DISEASE
Best seed variety for pulses?,SEED_GUIDE
Which fertilizer is best for sugarcane?,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
Best nutrients for soybean,FERTILIZER_SUGGESTION
grapes ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
cotton साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
grapes disease blast treatment?,CROP_DISEASE
soybean साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
banana ke liye beej kaunsa le?,SEED_GUIDE
How to avoid insects while storing millet?,STORAGE_GUIDE
Best compost for healthy soil,SOIL_HEALTH
Which hybrid seeds are good for grapes?,SEED_GUIDE
cotton साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
soybean ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
potato ke liye beej kaunsa le?,SEED_GUIDE
How much NPK for pulses?,FERTILIZER_SUGGESTION
How often to water groundnut?,IRRIGATION_GUIDE
Which hybrid seeds are good for banana?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
Best nutrients for groundnut,FERTILIZER_SUGGESTION
Best seed variety for cotton?,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
pulses साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Which hybrid seeds are good for onion?,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
Is drip irrigation good for banana?,IRRIGATION_GUIDE
rice ला blast झाला तर काय करावे?,CROP_DISEASE
onion साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to store potato?,STORAGE_GUIDE
Humidity level today?,WEATHER_QUERY
soybean disease bollworm treatment?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
sunflower साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Will it rain today in Nagpur?,WEATHER_QUERY
How to improve soil health?,SOIL_HEALTH
Best nutrients for grapes,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
grapes साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
soybean साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
maize साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
soybean कसा साठवावा?,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
tomato ke liye beej kaunsa le?,SEED_GUIDE
How to protect wheat from blast?,CROP_DISEASE
Best seed variety for potato?,SEED_GUIDE
soybean ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Will it rain today in Pune?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Symptoms of root rot in banana,CROP_DISEASE
pulses ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
How often to water grapes?,IRRIGATION_GUIDE
Best seed variety for wheat?,SEED_GUIDE
rice कसा साठवावा?,STORAGE_GUIDE
How to protect pulses from bollworm?,CROP_DISEASE
When should I irrigate potato?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
Storage method for groundnut,STORAGE_GUIDE
How often to water sugarcane?,IRRIGATION_GUIDE
Best nutrients for maize,FERTILIZER_SUGGESTION
Symptoms of blight in cotton,CROP_DISEASE
rice ke liye beej kaunsa le?,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
How to store sunflower?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
Which hybrid seeds are good for tomato?,SEED_GUIDE
maize ला stem borer झाला तर काय करावे?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
How often to water onion?,IRRIGATION_GUIDE
millet ला blast झाला तर काय करावे?,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
What is today's weather?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
Will it rain today in Hyderabad?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How to reduce soil acidity?,SOIL_HEALTH
pulses कसा साठवावा?,STORAGE_GUIDE
Symptoms of aphids in millet,CROP_DISEASE
Which fertilizer is best for pulses?,FERTILIZER_SUGGESTION
Best seed variety for banana?,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How to protect tomato from whitefly?,CROP_DISEASE
sunflower ko kaise store kare?,STORAGE_GUIDE
sunflower साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to store pulses?,STORAGE_GUIDE
High yield variety of onion,SEED_GUIDE
How to protect tomato from root rot?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
When should I irrigate tomato?,IRRIGATION_GUIDE
potato ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
pulses साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
onion me paani kab dena chahiye?,IRRIGATION_GUIDE
pulses ला leaf spot झाला तर काय करावे?,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
soybean disease whitefly treatment?,CROP_DISEASE
How to protect sugarcane from blast?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Best nutrients for pulses,FERTILIZER_SUGGESTION
millet कसा साठवावा?,STORAGE_GUIDE
How to protect grapes from root rot?,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
What is today's weather?,WEATHER_QUERY
High yield variety of banana,SEED_GUIDE
How often to water pulses?,IRRIGATION_GUIDE
High yield variety of pulses,SEED_GUIDE
Which hybrid seeds are good for rice?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Kal barsaat hogi kya?,WEATHER_QUERY
wheat साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to improve soil health?,SOIL_HEALTH
Will it rain today in Delhi?,WEATHER_QUERY
How to protect wheat from stem borer?,CROP_DISEASE
How to store grapes?,STORAGE_GUIDE
How often to water soybean?,IRRIGATION_GUIDE
How to store millet?,STORAGE_GUIDE
Best seed variety for soybean?,SEED_GUIDE
Will it rain today in Mumbai?,WEATHER_QUERY
potato ला fungal infection झाला तर काय करावे?,CROP_DISEASE
Is drip irrigation good for cotton?,IRRIGATION_GUIDE
millet ko kaise store kare?,STORAGE_GUIDE
Will it rain today in Delhi?,WEATHER_QUERY
Symptoms of leaf spot in tomato,CROP_DISEASE
wheat ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
banana disease leaf spot treatment?,CROP_DISEASE
groundnut ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Storage method for maize,STORAGE_GUIDE
Best nutrients for sunflower,FERTILIZER_SUGGESTION
